N,종목명,현재가,전일비,등락률,액면가,매출액,영업이익,PER,ROE
1.0,삼성전자,73500.0,보합0,0.00%,100.0,2589355.0,65670.0,25.35,4.15
2.0,SK하이닉스,189200.0,"하락  6,500",-3.32%,5000.0,327657.0,-77303.0,-29.86,-15.61
3.0,LG에너지솔루션,331000.0,"상승  3,000",+0.91%,500.0,337455.0,21632.0,105.21,6.36
4.0,현대차,253000.0,"하락  4,000",-1.56%,5000.0,1626636.0,151269.0,5.84,13.68
5.0,삼성바이오로직스,730000.0,"하락  2,000",-0.27%,2500.0,36946.0,11137.0,58.03,9.12
6.0,삼성전자우,60300.0,하락  500,-0.82%,100.0,,,20.8,
7.0,기아,117700.0,보합0,0.00%,5000.0,998084.0,116079.0,5.0,20.44
8.0,셀트리온,176200.0,"하락  1,100",-0.62%,1000.0,21764.0,6515.0,74.03,5.07
9.0,KB금융,79400.0,상승  700,+0.89%,5000.0,774828.0,64353.0,6.94,8.44
10.0,POSCO홀딩스,369000.0,하락  500,-0.14%,5000.0,771272.0,35314.0,20.63,3.18
11.0,NAVER,170200.0,하락  200,-0.12%,100.0,96706.0,14888.0,18.95,4.41
12.0,삼성SDI,374500.0,"하락  4,500",-1.19%,5000.0,227083.0,16334.0,14.3,11.48
13.0,LG화학,351500.0,"상승  1,000",+0.29%,5000.0,552498.0,25292.0,27.51,4.2
14.0,삼성물산,135100.0,"하락  1,200",-0.88%,100.0,418957.0,28702.0,11.15,7.28
15.0,신한지주,47150.0,"상승  1,150",+2.50%,5000.0,394329.0,61009.0,5.61,8.36
16.0,현대모비스,214500.0,하락  500,-0.23%,5000.0,592544.0,22953.0,5.86,8.73
17.0,포스코퓨처엠,250500.0,상승  500,+0.20%,500.0,47599.0,359.0,390.19,1.19
18.0,카카오,43300.0,하락  350,-0.80%,100.0,75570.0,4609.0,-18.94,-10.26
19.0,하나금융지주,61700.0,상승  800,+1.31%,5000.0,696936.0,46934.0,5.31,9.01
20.0,LG전자,104800.0,"하락  1,500",-1.41%,5000.0,842278.0,35491.0,26.45,3.69
21.0,삼성생명,84300.0,하락  900,-1.06%,500.0,309370.0,23984.0,8.9,4.95
22.0,삼성화재,348500.0,"상승  7,000",+2.05%,500.0,208247.0,23573.0,9.69,12.73
23.0,한미반도체,161700.0,"하락  3,600",-2.18%,100.0,1590.0,346.0,77.29,55.54
24.0,메리츠금융지주,76900.0,상승  800,+1.05%,500.0,585584.0,29335.0,7.34,28.11
25.0,두산에너빌리티,20800.0,상승  200,+0.97%,5000.0,175899.0,14673.0,102.46,0.78
26.0,SK,176200.0,"상승  18,100",+11.45%,200.0,1312379.0,50564.0,-17.52,-3.67
27.0,LG,81300.0,상승  200,+0.25%,5000.0,74453.0,15890.0,11.31,4.89
28.0,한국전력,19450.0,상승  380,+1.99%,5000.0,882195.0,-45416.0,18.21,-12.63
29.0,HMM,18000.0,하락  180,-0.99%,5000.0,84010.0,5848.0,8.92,4.59
30.0,크래프톤,250000.0,"하락  1,000",-0.40%,100.0,19106.0,7680.0,17.89,11.16
31.0,삼성에스디에스,153200.0,"하락  1,500",-0.97%,500.0,132768.0,8082.0,16.89,8.22
32.0,삼성전기,155000.0,"하락  1,600",-1.02%,5000.0,89094.0,6394.0,24.32,5.5
33.0,HD현대중공업,128700.0,"하락  3,400",-2.57%,5000.0,119639.0,1786.0,154.69,0.47
34.0,아모레퍼시픽,194200.0,"상승  6,200",+3.30%,500.0,36740.0,1082.0,78.21,3.72
35.0,고려아연,527000.0,"상승  10,000",+1.93%,5000.0,97045.0,6599.0,21.79,5.72
36.0,기업은행,13760.0,상승  480,+3.61%,5000.0,286238.0,34323.0,4.11,8.79
37.0,SK텔레콤,51000.0,하락  700,-1.35%,100.0,176085.0,17532.0,9.63,9.63
38.0,KT&G,83500.0,"하락  1,700",-2.00%,5000.0,58626.0,11673.0,12.29,9.76
39.0,HD현대일렉트릭,301000.0,"상승  11,500",+3.97%,5000.0,27028.0,3152.0,33.5,27.71
40.0,카카오뱅크,22250.0,상승  100,+0.45%,5000.0,24940.0,4785.0,29.91,6.0
41.0,우리금융지주,14170.0,상승  140,+1.00%,5000.0,419863.0,34990.0,4.18,8.3
42.0,SK스퀘어,77600.0,"하락  1,800",-2.27%,100.0,22765.0,-23397.0,-26.42,-8.04
43.0,한화에어로스페이스,205000.0,"상승  1,000",+0.49%,5000.0,93590.0,6911.0,26.23,25.6
44.0,SK이노베이션,100000.0,"하락  2,200",-2.15%,5000.0,772885.0,19039.0,31.3,1.22
45.0,KT,36600.0,상승  450,+1.24%,5000.0,263763.0,16498.0,8.71,6.05
46.0,HD한국조선해양,130400.0,하락  400,-0.31%,5000.0,212962.0,2823.0,16.77,2.26
47.0,한화오션,29700.0,하락  150,-0.50%,5000.0,74083.0,-1965.0,22.74,6.33
48.0,KODEX CD금리액티브(합성),1037690.0,상승  220,+0.02%,0.0,,,,
49.0,하이브,200000.0,"하락  4,000",-1.96%,500.0,21781.0,2956.0,46.22,6.58
50.0,삼성중공업,9160.0,하락  160,-1.72%,1000.0,80094.0,2333.0,-53.88,-4.22
51.0,S-Oil,68200.0,상승  800,+1.19%,2500.0,357267.0,13546.0,9.36,10.83
52.0,대한항공,20850.0,상승  450,+2.21%,5000.0,161118.0,17901.0,6.41,11.46
53.0,포스코인터내셔널,43050.0,보합0,0.00%,5000.0,331328.0,11631.0,11.31,13.36
54.0,DB손해보험,103500.0,"상승  1,100",+1.07%,500.0,197613.0,22350.0,4.21,15.66
55.0,TIGER CD금리투자KIS(합성),54395.0,상승  10,+0.02%,0.0,,,,
56.0,현대글로비스,179500.0,"하락  1,200",-0.66%,500.0,256832.0,15540.0,6.21,14.52
57.0,SK바이오팜,85400.0,"상승  1,300",+1.55%,500.0,3549.0,-375.0,-377.88,-10.96
58.0,LG생활건강,417500.0,"하락  5,000",-1.18%,5000.0,68048.0,4870.0,46.84,2.65
59.0,LS ELECTRIC,213500.0,"하락  8,500",-3.83%,5000.0,42305.0,3249.0,27.39,12.61
60.0,KODEX 200,36010.0,하락  15,-0.04%,0.0,,,,
61.0,LG이노텍,248000.0,"상승  2,000",+0.81%,5000.0,206053.0,8308.0,9.46,12.59
62.0,HD현대마린솔루션,131000.0,상승  600,+0.46%,500.0,14305.0,2015.0,34.67,71.59
63.0,두산밥캣,57700.0,"상승  1,400",+2.49%,500.0,97589.0,13899.0,6.21,16.79
64.0,엘앤에프,156400.0,"상승  5,500",+3.64%,500.0,46441.0,-2223.0,-19.49,-16.35
65.0,유한양행,68800.0,"하락  1,000",-1.43%,1000.0,18590.0,568.0,44.24,6.74
66.0,맥쿼리인프라,12620.0,상승  20,+0.16%,0.0,,,,
67.0,현대차2우B,153600.0,"하락  2,100",-1.35%,5000.0,,,3.54,
68.0,에코프로머티,79400.0,"상승  1,400",+1.79%,500.0,9525.0,88.0,-555.24,0.91
69.0,LS,170100.0,"하락  6,900",-3.90%,5000.0,244807.0,8997.0,13.78,9.63
70.0,한국타이어앤테크놀로지,43850.0,상승  250,+0.57%,500.0,89396.0,13279.0,5.52,7.85
71.0,HD현대,68700.0,상승  200,+0.29%,1000.0,613313.0,20316.0,13.38,3.57
72.0,한화솔루션,31450.0,하락  750,-2.33%,5000.0,132887.0,6045.0,-7.0,-2.48
73.0,포스코DX,35350.0,상승  700,+2.02%,500.0,14859.0,1106.0,58.43,21.08
74.0,SKC,139200.0,상승  700,+0.51%,5000.0,15708.0,-2163.0,-23.82,-17.57
75.0,CJ제일제당,349500.0,"하락  4,000",-1.13%,5000.0,290235.0,12916.0,12.15,5.55
76.0,넷마블,60200.0,보합0,0.00%,100.0,25021.0,-685.0,-23.69,-4.9
77.0,KODEX KOFR금리액티브(합성),106945.0,상승  30,+0.03%,0.0,,,,
78.0,한국항공우주,51800.0,"하락  2,100",-3.90%,5000.0,38193.0,2475.0,21.95,14.81
79.0,코스모신소재,155000.0,"상승  1,400",+0.91%,1000.0,6296.0,323.0,171.84,7.41
80.0,LG디스플레이,9930.0,하락  120,-1.19%,5000.0,213308.0,-25102.0,-1.73,-31.95
81.0,롯데케미칼,113100.0,"상승  2,300",+2.08%,5000.0,199464.0,-3477.0,-17.61,-0.33
82.0,금양,83300.0,"상승  4,500",+5.71%,500.0,1520.0,-146.0,-65.85,-38.52
83.0,두산로보틱스,72400.0,"하락  1,300",-1.76%,500.0,530.0,-192.0,-241.33,-6.59
84.0,삼성카드,40500.0,상승  500,+1.25%,5000.0,40042.0,8100.0,7.7,7.61
85.0,삼성E&A,23400.0,하락  350,-1.47%,5000.0,106249.0,9931.0,6.21,24.45
86.0,미래에셋증권,7210.0,하락  70,-0.96%,5000.0,203566.0,5210.0,16.77,2.97
87.0,한진칼,63700.0,"상승  3,800",+6.34%,2500.0,2757.0,428.0,9.73,14.79
88.0,LG유플러스,9650.0,하락  50,-0.52%,5000.0,143726.0,9980.0,7.0,7.49
89.0,엔씨소프트,190300.0,"하락  2,000",-1.04%,500.0,17798.0,1373.0,26.85,6.58
90.0,카카오페이,31000.0,"하락  1,100",-3.43%,500.0,6154.0,-566.0,4428.57,0.14
91.0,코웨이,56400.0,상승  500,+0.89%,500.0,39665.0,7313.0,8.79,19.03
92.0,효성중공업,442000.0,"상승  10,500",+2.43%,5000.0,43006.0,2578.0,26.92,11.29
93.0,금호석유,147400.0,"상승  3,000",+2.08%,5000.0,63225.0,3590.0,11.31,7.77
94.0,현대오토에버,148000.0,상승  100,+0.07%,500.0,30650.0,1814.0,30.74,9.01
95.0,GS,43600.0,상승  200,+0.46%,5000.0,259785.0,37218.0,3.26,10.05
96.0,CJ,137900.0,"상승  1,200",+0.88%,5000.0,413527.0,20391.0,19.31,3.64
97.0,NH투자증권,12280.0,하락  20,-0.16%,5000.0,103712.0,7258.0,7.74,7.5
98.0,삼양식품,529000.0,"상승  1,000",+0.19%,5000.0,11929.0,1475.0,23.38,24.81
99.0,SK바이오사이언스,51700.0,하락  700,-1.34%,500.0,3695.0,-120.0,173.49,1.3
100.0,현대제철,29650.0,하락  150,-0.50%,5000.0,259148.0,7983.0,14.97,2.44
101.0,현대로템,35950.0,하락  900,-2.44%,5000.0,35874.0,2100.0,19.77,10.06
102.0,현대건설,33200.0,하락  150,-0.45%,5000.0,296514.0,7854.0,6.66,6.77
103.0,현대차우,153400.0,"하락  1,400",-0.90%,5000.0,,,3.54,
104.0,TIGER KOFR금리액티브(합성),105470.0,상승  25,+0.02%,0.0,,,,
105.0,한국금융지주,65200.0,상승  700,+1.09%,5000.0,230785.0,8204.0,5.68,8.81
106.0,한미약품,283500.0,"하락  3,000",-1.05%,2500.0,14909.0,2207.0,22.97,16.01
107.0,오리온,91700.0,하락  400,-0.43%,500.0,29124.0,4924.0,9.19,13.91
108.0,LIG넥스원,160200.0,하락  600,-0.37%,5000.0,23086.0,1864.0,20.05,17.61
109.0,TIGER 미국S&P500,18065.0,상승  45,+0.25%,0.0,,,,
110.0,키움증권,133800.0,"상승  1,000",+0.75%,5000.0,95448.0,5647.0,8.91,9.27
111.0,두산,206000.0,"상승  2,000",+0.98%,5000.0,191301.0,14363.0,-12.8,-22.74
112.0,TIGER 미국나스닥100,114120.0,하락  330,-0.29%,0.0,,,,
113.0,한화시스템,17450.0,상승  30,+0.17%,5000.0,24531.0,929.0,15.36,16.87
114.0,삼성증권,36100.0,하락  800,-2.17%,5000.0,131684.0,7411.0,5.89,8.54
115.0,강원랜드,14910.0,상승  50,+0.34%,500.0,13886.0,2823.0,9.6,9.61
116.0,아모레G,38250.0,하락  200,-0.52%,500.0,40213.0,1520.0,34.06,3.57
117.0,대한전선,16710.0,하락  590,-3.41%,1000.0,28440.0,798.0,28.42,7.83
118.0,쌍용C&E,7010.0,상승  10,+0.14%,100.0,18694.0,1841.0,14.28,13.85
119.0,SK아이이테크놀로지,43150.0,하락  150,-0.35%,1000.0,6496.0,320.0,223.58,3.58
120.0,이수페타시스,48000.0,하락  500,-1.03%,1000.0,6753.0,622.0,61.3,19.51
121.0,현대해상,32800.0,하락  250,-0.76%,500.0,159145.0,7882.0,4.82,7.81
122.0,HD현대미포,72200.0,상승  200,+0.28%,5000.0,40391.0,-1529.0,-21.12,-6.96
123.0,JB금융지주,14620.0,"상승  1,210",+9.02%,5000.0,41938.0,8000.0,4.91,12.23
124.0,에이피알,369500.0,"상승  11,000",+3.07%,500.0,5238.0,1042.0,31.65,54.88
125.0,농심,459500.0,"하락  4,000",-0.86%,5000.0,34106.0,2121.0,16.37,7.26
126.0,한국가스공사,29800.0,"상승  1,400",+4.93%,5000.0,445560.0,15534.0,-5.64,-7.68
127.0,KODEX 종합채권(AA-이상)액티브,109945.0,하락  15,-0.01%,0.0,,,,
128.0,롯데지주,26150.0,상승  700,+2.75%,200.0,151598.0,4937.0,-30.8,-0.22
129.0,BNK금융지주,8450.0,상승  90,+1.08%,5000.0,96642.0,8012.0,4.28,6.38
130.0,한온시스템,5010.0,하락  40,-0.79%,100.0,95593.0,2773.0,172.76,2.21
131.0,한전기술,69900.0,"상승  1,300",+1.90%,200.0,5451.0,286.0,82.33,5.99
132.0,KCC,294000.0,"하락  8,500",-2.81%,5000.0,62884.0,3125.0,3.86,4.13
133.0,F&F,67000.0,"상승  2,800",+4.36%,100.0,19785.0,5518.0,6.38,38.43
134.0,TIGER 미국필라델피아반도체나스닥,18930.0,상승  75,+0.40%,0.0,,,,
135.0,KODEX 24-12 은행채(AA+이상)액티브,10310.0,상승  5,+0.05%,0.0,,,,
136.0,한화생명,2805.0,상승  45,+1.63%,5000.0,227824.0,10570.0,3.21,5.43
137.0,에스원,63600.0,"상승  1,200",+1.92%,500.0,26208.0,2126.0,13.27,12.14
138.0,휠라홀딩스,39400.0,상승  450,+1.16%,1000.0,40066.0,3035.0,45.29,2.25
139.0,CJ대한통운,103700.0,상승  500,+0.48%,5000.0,117679.0,4802.0,10.31,6.27
140.0,팬오션,4305.0,상승  95,+2.26%,1000.0,43610.0,3859.0,11.96,5.32
141.0,TIGER 미국테크TOP10 INDXX,19310.0,하락  135,-0.69%,0.0,,,,
142.0,호텔신라,56900.0,"상승  1,200",+2.15%,5000.0,35685.0,912.0,73.04,14.98
143.0,씨에스윈드,52800.0,"상승  2,200",+4.35%,500.0,15202.0,1047.0,-83.54,2.24
144.0,TIGER 200,36045.0,하락  60,-0.17%,0.0,,,,
145.0,롯데에너지머티리얼즈,47600.0,상승  800,+1.71%,500.0,8090.0,118.0,-689.86,-2.25
146.0,한미사이언스,31550.0,"상승  1,000",+3.27%,500.0,12479.0,1245.0,18.38,15.23
147.0,제일기획,18690.0,상승  80,+0.43%,200.0,41383.0,3075.0,11.3,14.99
148.0,한솔케미칼,189500.0,"상승  8,400",+4.64%,5000.0,7717.0,1241.0,19.71,13.1
149.0,KODEX 200TR,12525.0,보합0,0.00%,0.0,,,,
150.0,GS리테일,19830.0,상승  310,+1.59%,1000.0,116125.0,3940.0,56.5,0.44
151.0,금호타이어,7160.0,상승  50,+0.70%,5000.0,40414.0,4110.0,8.96,13.2
152.0,HL만도,43400.0,보합0,0.00%,1000.0,83931.0,2793.0,8.64,6.18
153.0,한화,27050.0,상승  500,+1.88%,5000.0,531348.0,24119.0,-16.68,3.52
154.0,BGF리테일,116500.0,보합0,0.00%,1000.0,81948.0,2532.0,10.51,19.23
155.0,TIGER 차이나전기차SOLACTIVE,7890.0,상승  115,+1.48%,0.0,,,,
156.0,KODEX 레버리지,18375.0,상승  10,+0.05%,0.0,,,,
157.0,코스맥스,170000.0,"상승  4,400",+2.66%,500.0,17775.0,1157.0,27.69,12.11
158.0,OCI홀딩스,96900.0,"상승  3,700",+3.97%,5000.0,26497.0,5312.0,2.7,18.69
159.0,동서,18750.0,상승  390,+2.12%,500.0,4897.0,438.0,11.84,9.23
160.0,더존비즈온,61500.0,보합0,0.00%,500.0,3536.0,691.0,44.76,8.19
161.0,롯데쇼핑,65900.0,상승  900,+1.38%,5000.0,145559.0,5084.0,9.51,1.83
162.0,오뚜기,455000.0,"상승  6,500",+1.45%,5000.0,34545.0,2549.0,10.88,8.55
163.0,LG화학우,237000.0,상승  500,+0.21%,5000.0,,,18.55,
164.0,DB하이텍,40550.0,상승  600,+1.50%,5000.0,11542.0,2654.0,7.79,15.65
165.0,KBSTAR 머니마켓액티브,52315.0,보합0,0.00%,0.0,,,,
166.0,효성티앤씨,401500.0,"상승  24,500",+6.50%,5000.0,75269.0,2134.0,16.25,7.46
167.0,풍산,61900.0,"하락  1,000",-1.59%,5000.0,41253.0,2286.0,12.47,8.22
168.0,이마트,61300.0,상승  500,+0.82%,5000.0,294722.0,-469.0,-23.49,-0.79
169.0,에스엘,36550.0,상승  300,+0.83%,500.0,48388.0,3862.0,4.69,18.83
170.0,한전KPS,37150.0,상승  650,+1.78%,200.0,15339.0,1994.0,10.44,13.08
171.0,효성첨단소재,372000.0,"상승  16,000",+4.49%,5000.0,32023.0,1724.0,73.39,5.13
172.0,HD현대인프라코어,8310.0,보합0,0.00%,1000.0,46596.0,4183.0,8.93,13.37
173.0,한올바이오파마,31550.0,"하락  5,350",-14.50%,500.0,1349.0,22.0,371.18,1.98
174.0,SK가스,178500.0,"상승  12,100",+7.27%,5000.0,69923.0,3036.0,9.11,12.85
175.0,신세계,163200.0,하락  600,-0.37%,5000.0,63571.0,6398.0,7.25,5.41
176.0,두산퓨얼셀,24500.0,"상승  1,100",+4.70%,100.0,2609.0,16.0,-188.46,-1.64
177.0,현대엘리베이,40150.0,"상승  2,400",+6.36%,5000.0,26021.0,826.0,15.52,26.15
178.0,대우건설,3655.0,상승  5,+0.14%,5000.0,116478.0,6625.0,3.02,13.19
179.0,한국콜마,64300.0,"상승  5,300",+8.98%,500.0,21557.0,1361.0,259.27,0.79
180.0,현대위아,55600.0,상승  400,+0.72%,5000.0,85903.0,2292.0,13.55,2.73
181.0,영원무역,33950.0,"상승  1,600",+4.95%,500.0,36044.0,6371.0,3.23,17.03
182.0,이수스페셜티케미컬,49400.0,"상승  4,300",+9.53%,1000.0,1175.0,-61.0,-196.03,
183.0,KODEX 200선물인버스2X,2165.0,상승  5,+0.23%,0.0,,,,
184.0,세방전지,102700.0,하락  900,-0.87%,500.0,16848.0,1299.0,10.05,9.29
185.0,한국앤컴퍼니,15130.0,상승  260,+1.75%,500.0,10897.0,2566.0,5.34,4.76
186.0,하이트진로,20100.0,상승  160,+0.80%,5000.0,25202.0,1239.0,35.89,3.16
187.0,DGB금융지주,8240.0,상승  90,+1.10%,5000.0,78114.0,5343.0,3.59,6.73
188.0,종근당,104500.0,"상승  2,200",+2.15%,2500.0,16694.0,2466.0,6.81,29.56
189.0,한샘,58100.0,"상승  1,700",+3.01%,1000.0,19669.0,19.0,1452.5,-15.77
190.0,롯데웰푸드,144000.0,하락  600,-0.41%,500.0,40664.0,1770.0,14.93,3.46
191.0,녹십자,114700.0,"상승  4,100",+3.71%,5000.0,16266.0,344.0,-45.44,-2.03
192.0,코리안리,8080.0,상승  90,+1.13%,500.0,69633.0,3637.0,4.71,9.51
193.0,TIGER 24-12 금융채(AA-이상),51310.0,보합0,0.00%,0.0,,,,
194.0,DL이앤씨,34000.0,상승  950,+2.87%,5000.0,79911.0,3307.0,11.76,4.12
195.0,일진전기,27350.0,상승  300,+1.11%,1000.0,12467.0,608.0,30.97,9.65
196.0,KODEX Top5PlusTR,22855.0,하락  215,-0.93%,0.0,,,,
197.0,KODEX 단기채권PLUS,110700.0,상승  15,+0.01%,0.0,,,,
198.0,GS건설,14990.0,상승  320,+2.18%,5000.0,134367.0,-3879.0,-2.65,-10.54
199.0,동원시스템즈,44000.0,상승  450,+1.03%,5000.0,12767.0,809.0,19.27,8.56
200.0,KODEX 미국S&P500TR,16455.0,상승  40,+0.24%,0.0,,,,
201.0,TCC스틸,48550.0,"상승  3,300",+7.29%,1000.0,6244.0,113.0,125.13,-3.57
202.0,효성,59700.0,상승  800,+1.36%,5000.0,34367.0,944.0,126.48,0.0
203.0,동원산업,34850.0,하락  250,-0.71%,1000.0,89486.0,4647.0,7.17,8.62
204.0,솔루스첨단소재,17860.0,상승  250,+1.42%,100.0,4294.0,-732.0,8.11,29.34
205.0,KODEX 삼성그룹,9000.0,하락  40,-0.44%,0.0,,,,
206.0,에스디바이오센서,10040.0,상승  80,+0.80%,500.0,6557.0,-2481.0,-4.62,-16.22
207.0,덴티움,112200.0,상승  800,+0.72%,500.0,3932.0,1383.0,13.08,23.02
208.0,대웅제약,106900.0,"상승  3,800",+3.69%,2500.0,13753.0,1226.0,10.82,17.7
209.0,롯데정밀화학,47950.0,"상승  2,250",+4.92%,5000.0,17686.0,1548.0,15.44,7.78
210.0,솔루엠,24650.0,상승  250,+1.02%,500.0,19511.0,1545.0,14.22,34.83
211.0,삼아알미늄,83400.0,"상승  1,400",+1.71%,500.0,2680.0,38.0,556.0,1.73
212.0,SK리츠,4530.0,상승  35,+0.78%,500.0,526.0,358.0,348.46,0.33
213.0,ACE 미국30년국채액티브(H),8150.0,상승  50,+0.62%,0.0,,,,
214.0,LX인터내셔널,31350.0,하락  350,-1.10%,5000.0,145143.0,4331.0,16.88,5.17
215.0,LS에코에너지,39600.0,"하락  1,450",-3.53%,500.0,7311.0,295.0,110.61,2.82
216.0,KODEX 코스닥150레버리지,10180.0,상승  200,+2.00%,0.0,,,,
217.0,롯데칠성,129100.0,"상승  2,600",+2.06%,500.0,32247.0,2107.0,8.45,11.61
218.0,신영증권,72800.0,"상승  2,900",+4.15%,5000.0,23535.0,1156.0,7.05,6.66
219.0,영원무역홀딩스,87200.0,"상승  5,900",+7.26%,500.0,43555.0,8726.0,3.43,16.88
220.0,KBSTAR 200,36240.0,하락  5,-0.01%,0.0,,,,
221.0,TIGER 2차전지테마,21515.0,상승  225,+1.06%,0.0,,,,
222.0,KODEX 2차전지산업,18140.0,상승  105,+0.58%,0.0,,,,
223.0,현대백화점,49650.0,상승  200,+0.40%,5000.0,42075.0,3035.0,-17.08,-1.76
224.0,DL,55400.0,"상승  1,900",+3.55%,5000.0,50178.0,1507.0,-15.27,-3.44
225.0,코오롱인더,42050.0,상승  350,+0.84%,5000.0,50612.0,1576.0,35.91,1.58
226.0,HDC현대산업개발,17550.0,상승  170,+0.98%,5000.0,41908.0,1953.0,7.1,5.87
227.0,LX세미콘,71100.0,"상승  2,100",+3.04%,500.0,19014.0,1290.0,10.95,10.5
228.0,대덕전자,23150.0,보합0,0.00%,500.0,9097.0,237.0,73.96,2.95
229.0,TIGER TOP10,11940.0,하락  135,-1.12%,0.0,,,,
230.0,TIGER MSCI Korea TR,15205.0,하락  10,-0.07%,0.0,,,,
231.0,코스모화학,29100.0,상승  900,+3.19%,1000.0,7990.0,30.0,-38.34,-10.55
232.0,SK네트웍스,5050.0,상승  150,+3.06%,2500.0,91339.0,2373.0,315.62,-0.03
233.0,KBSTAR 종합채권(A-이상)액티브,101910.0,상승  40,+0.04%,0.0,,,,
234.0,HD현대건설기계,57000.0,보합0,0.00%,5000.0,38250.0,2572.0,9.89,9.17
235.0,KG모빌리티,5400.0,상승  90,+1.69%,5000.0,37364.0,125.0,21.86,0.82
236.0,한화엔진,12520.0,하락  20,-0.16%,1000.0,8544.0,87.0,103.47,-0.19
237.0,ESR켄달스퀘어리츠,4825.0,상승  35,+0.73%,1000.0,530.0,242.0,20.19,1.05
238.0,ACE 미국S&P500,18260.0,상승  40,+0.22%,0.0,,,,
239.0,롯데렌탈,27850.0,상승  650,+2.39%,5000.0,27523.0,3052.0,10.68,9.01
240.0,대한유화,151500.0,"상승  6,300",+4.34%,5000.0,25000.0,-623.0,-54.52,-1.58
241.0,롯데손해보험,3125.0,하락  30,-0.95%,1000.0,25767.0,3963.0,3.22,19.72
242.0,TIGER 미국배당다우존스,11355.0,상승  185,+1.66%,0.0,,,,
243.0,한일시멘트,13870.0,상승  660,+5.00%,500.0,17995.0,2465.0,4.77,11.21
244.0,미원상사,201500.0,"상승  1,900",+0.95%,500.0,4214.0,672.0,17.24,16.95
245.0,대웅,16420.0,상승  520,+3.27%,500.0,18138.0,1956.0,7.05,17.31
246.0,더블유게임즈,44250.0,상승  850,+1.96%,500.0,5823.0,2133.0,6.07,18.62
247.0,메리츠 KIS CD금리투자 ETN,52185.0,하락  15,-0.03%,0.0,,,,
248.0,한세실업,23600.0,"상승  3,350",+16.54%,500.0,17088.0,1682.0,8.9,18.98
249.0,오리온홀딩스,14900.0,상승  300,+2.05%,500.0,29538.0,4055.0,8.76,3.93
250.0,미래에셋생명,5230.0,하락  30,-0.57%,5000.0,50534.0,1691.0,8.83,3.35
251.0,하나투어,57200.0,"상승  1,800",+3.25%,500.0,4116.0,340.0,15.19,32.03
252.0,SK케미칼,53100.0,"상승  1,700",+3.31%,5000.0,17488.0,833.0,51.16,1.87
253.0,비에이치,26450.0,"상승  1,450",+5.80%,500.0,15920.0,848.0,11.88,15.11
254.0,일진하이솔루스,24950.0,하락  550,-2.16%,500.0,787.0,-98.0,-712.86,0.45
255.0,SK오션플랜트,15110.0,상승  850,+5.96%,500.0,9258.0,756.0,20.84,9.46
256.0,다우기술,19710.0,상승  110,+0.56%,500.0,98551.0,6399.0,4.39,9.35
257.0,제주항공,10840.0,상승  190,+1.78%,1000.0,17240.0,1698.0,6.36,44.86
258.0,세아제강지주,211000.0,"상승  3,500",+1.69%,5000.0,39133.0,5909.0,4.05,17.18
259.0,이노션,21750.0,하락  50,-0.23%,500.0,20929.0,1500.0,8.14,11.56
260.0,KODEX 미국나스닥100TR,17050.0,하락  40,-0.23%,0.0,,,,
261.0,OCI,96600.0,"상승  1,600",+1.68%,5000.0,12888.0,575.0,7.61,
262.0,율촌화학,34850.0,상승  950,+2.80%,500.0,4145.0,-162.0,288.02,-5.96
263.0,삼성화재우,265000.0,보합0,0.00%,500.0,,,7.37,
264.0,KODEX 코스닥150,13285.0,상승  125,+0.95%,0.0,,,,
265.0,빙그레,85200.0,"하락  1,200",-1.39%,5000.0,13943.0,1122.0,8.76,14.17
266.0,GKL,13480.0,상승  370,+2.82%,500.0,3967.0,510.0,25.68,11.04
267.0,TIGER Fn반도체TOP10,13160.0,하락  105,-0.79%,0.0,,,,
268.0,SK디스커버리,44050.0,"상승  1,400",+3.28%,5000.0,89392.0,2567.0,9.95,6.63
269.0,롯데관광개발,10840.0,상승  870,+8.73%,500.0,3135.0,-606.0,-5.53,-132.87
270.0,ACE 미국나스닥100,19610.0,하락  45,-0.23%,0.0,,,,
271.0,롯데리츠,3385.0,상승  75,+2.27%,500.0,594.0,361.0,109.19,0.29
272.0,PI첨단소재,28000.0,"상승  1,100",+4.09%,500.0,2176.0,-39.0,106.46,-0.55
273.0,TIGER 24-10 회사채(A+이상)액티브,54995.0,상승  10,+0.02%,0.0,,,,
274.0,세아베스틸지주,22800.0,상승  600,+2.70%,5000.0,40835.0,1967.0,9.39,6.68
275.0,대상,23500.0,하락  100,-0.42%,1000.0,41075.0,1237.0,11.39,5.11
276.0,제이알글로벌리츠,4120.0,상승  10,+0.24%,1000.0,605.0,326.0,16.68,2.61
277.0,아시아나항공,10910.0,상승  460,+4.40%,5000.0,76233.0,6199.0,69.49,16.61
278.0,넥센타이어,8290.0,상승  280,+3.50%,500.0,27017.0,1870.0,6.53,6.26
279.0,TKG휴켐스,19750.0,상승  830,+4.39%,1000.0,10527.0,1212.0,6.72,
280.0,LG전자우,46950.0,상승  50,+0.11%,5000.0,,,11.85,
281.0,동양생명,5000.0,상승  10,+0.20%,5000.0,32508.0,3343.0,2.98,6.97
282.0,후성,7500.0,상승  190,+2.60%,500.0,5232.0,-461.0,-12.76,-15.89
283.0,DN오토모티브,79900.0,"상승  1,400",+1.78%,500.0,32692.0,4904.0,2.91,27.29
284.0,대한해운,2490.0,상승  335,+15.55%,500.0,13974.0,2500.0,7.11,4.36
